gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_flag,tenure_group,has_internet_service,has_fiber_optic,has_automatic_payment,service_count,customer_value,high_monthly_charges
Female,No,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,0,25_48_months,Yes,Yes,Yes,3,2546.2,Yes
Female,No,No,No,47,No,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,0,25_48_months,Yes,No,No,3,1969.3,No
Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,1,49_plus_months,Yes,Yes,No,3,5644.0,Yes
Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,0,0_12_months,Yes,No,No,4,838.1999999999999,No
Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,0,0_12_months,Yes,No,Yes,3,450.4,No
Male,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,0,49_plus_months,Yes,Yes,No,7,5915.7,Yes
Male,No,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,0,49_plus_months,Yes,Yes,No,4,6358.35,Yes
Female,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,0,25_48_months,Yes,No,Yes,5,1807.0,No
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,0,49_plus_months,Yes,Yes,Yes,6,6984.0,Yes
Female,No,No,No,70,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,0,49_plus_months,Yes,No,Yes,5,4084.5,No
Male,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,1,0_12_months,Yes,No,No,2,50.6,No
Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,1,0_12_months,Yes,Yes,No,3,895.0,Yes
Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,0,25_48_months,Yes,Yes,Yes,1,1971.2000000000003,Yes
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,1,0_12_months,Yes,Yes,No,1,69.8,No
Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,0,13_24_months,Yes,Yes,No,4,1980.3,Yes
Male,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,1,49_plus_months,Yes,Yes,Yes,5,4783.8,Yes
Female,No,Yes,Yes,53,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.55,1007.9,0,49_plus_months,No,No,Yes,1,1036.15,No
Male,No,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,0,49_plus_months,Yes,Yes,No,5,5085.35,Yes
Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,1,13_24_months,Yes,Yes,No,5,2425.2,Yes
Female,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,0,49_plus_months,Yes,No,Yes,8,6636.0,Yes
Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,0,49_plus_months,Yes,Yes,No,7,6572.75,Yes
Female,No,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,0,0_12_months,Yes,No,No,3,600.6,No
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,0,0_12_months,Yes,Yes,Yes,1,142.6,Yes
Male,No,No,No,25,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.5,516.3,0,25_48_months,No,No,Yes,1,487.5,No
Female,No,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,0,25_48_months,Yes,No,Yes,3,2308.2999999999997,No
Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,1,13_24_months,Yes,Yes,No,4,1704.6000000000001,Yes
Male,Yes,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,1,49_plus_months,Yes,Yes,Yes,6,7498.8,Yes
Female,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,0,49_plus_months,Yes,No,Yes,8,6429.05,Yes
Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,0,25_48_months,Yes,No,No,4,2067.2,No
Male,No,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,0,25_48_months,Yes,Yes,Yes,5,2865.2,Yes
Male,Yes,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,0,25_48_months,Yes,Yes,Yes,6,3926.0,Yes
Male,No,Yes,No,36,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,0,25_48_months,Yes,No,No,2,1272.6000000000001,No
Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,0,25_48_months,Yes,Yes,No,6,4744.900000000001,Yes
Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,0,49_plus_months,Yes,Yes,No,7,6249.5,Yes
Male,No,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,0,25_48_months,Yes,Yes,Yes,3,3174.6000000000004,Yes
Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,1,0_12_months,Yes,No,Yes,3,245.8,No
Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,0,49_plus_months,Yes,Yes,Yes,5,4976.400000000001,Yes
Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,0,49_plus_months,Yes,Yes,No,6,7336.0,Yes
Male,Yes,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,0,49_plus_months,Yes,Yes,Yes,1,4611.75,Yes
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,44.95,0,0_12_months,Yes,No,No,1,44.95,No
Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,0,49_plus_months,Yes,Yes,No,5,6835.5,Yes
Female,Yes,Yes,Yes,29,No,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,0,25_48_months,Yes,No,No,2,1033.85,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,1,0_12_months,Yes,Yes,No,3,90.55,Yes
Female,No,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,0,49_plus_months,Yes,No,No,7,5711.75,Yes
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,19.5,0,0_12_months,No,No,No,1,19.5,No
Female,No,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,1,25_48_months,Yes,Yes,Yes,3,2308.7999999999997,Yes
Female,No,Yes,Yes,30,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,25.1,789.55,0,25_48_months,No,No,No,2,753.0,No
Female,No,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,0,25_48_months,Yes,Yes,Yes,5,4802.4,Yes
Female,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,0,49_plus_months,Yes,No,No,3,3063.5,No
Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,1,0_12_months,Yes,Yes,No,3,596.4,Yes
Male,No,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,0,25_48_months,Yes,Yes,No,4,3372.55,Yes
Female,No,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,0,25_48_months,Yes,Yes,Yes,3,2599.35,Yes
Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,0,0_12_months,Yes,No,No,1,183.6,No
Male,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),25.1,1790.8,0,49_plus_months,No,No,Yes,2,1807.2,No
Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,1,0_12_months,Yes,Yes,No,3,457.0,Yes
Male,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.7,19.7,0,0_12_months,No,No,No,1,19.7,No
Female,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,0,13_24_months,Yes,Yes,No,3,1372.5,Yes
Male,No,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,0,0_12_months,Yes,No,Yes,2,410.4,No
Female,No,No,No,35,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,21.1,741.0,0,25_48_months,No,No,No,1,738.5,No
Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,0,49_plus_months,Yes,Yes,No,6,5866.0,Yes
Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,1,25_48_months,Yes,Yes,Yes,6,4458.3,Yes
Male,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.45,0,49_plus_months,Yes,Yes,No,4,5573.75,Yes
Female,No,Yes,Yes,2,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.3,31.9,0,0_12_months,No,No,No,1,40.6,No
Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,0,49_plus_months,Yes,Yes,No,5,6548.75,Yes
Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,0,13_24_months,Yes,Yes,No,2,1334.7,Yes
Female,No,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,0,13_24_months,Yes,No,No,6,1806.6499999999999,Yes
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,196.95,1,0_12_months,Yes,No,No,1,181.2,No
Male,No,Yes,No,70,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.85,1433.8,0,49_plus_months,No,No,Yes,1,1389.5,No
Female,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,214.55,0,0_12_months,Yes,No,No,2,202.8,No
Male,No,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,0,13_24_months,Yes,No,Yes,1,855.0,No
Female,No,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,0,13_24_months,Yes,Yes,No,3,1400.3999999999999,Yes
Female,Yes,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,0,25_48_months,Yes,Yes,No,3,3171.1,Yes
Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.25,131.05,1,0_12_months,Yes,Yes,Yes,2,146.5,Yes
Male,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,4535.85,0,25_48_months,Yes,Yes,Yes,5,4455.599999999999,Yes
Female,No,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.1,1078.75,0,49_plus_months,No,No,Yes,1,1045.2,No
Male,No,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,0,0_12_months,Yes,No,No,3,539.1,No
Female,No,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,0,25_48_months,Yes,No,Yes,8,2342.6,Yes
Male,No,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,415.05,1,0_12_months,Yes,No,No,2,408.4,No
Male,No,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,0,25_48_months,Yes,No,No,5,3121.8,Yes
Female,No,No,No,3,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,0,0_12_months,Yes,No,No,1,87.6,No
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,0,0_12_months,Yes,No,Yes,1,93.2,No
Female,No,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,1,0_12_months,Yes,Yes,Yes,3,768.15,Yes
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,1,0_12_months,Yes,Yes,No,2,75.35,Yes
Male,No,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,0,25_48_months,Yes,Yes,Yes,2,1857.5,Yes
Female,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,0,0_12_months,Yes,Yes,No,1,138.6,No
Male,No,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,3198.6,1,25_48_months,Yes,Yes,No,2,3233.6,Yes
Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.9,20.9,1,0_12_months,No,No,No,1,20.9,No
Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,5610.15,0,49_plus_months,Yes,Yes,No,5,5469.4,Yes
Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,4519.5,0,49_plus_months,Yes,No,No,6,4510.55,Yes
Male,No,No,No,44,No,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.0,2440.25,0,25_48_months,Yes,No,No,4,2376.0,No
Male,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.25,6860.6,0,49_plus_months,Yes,Yes,No,6,6880.5,Yes
Male,No,Yes,Yes,68,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.95,1377.7,0,49_plus_months,No,No,Yes,1,1356.6,No
Male,No,No,No,9,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,190.25,0,0_12_months,Yes,No,No,0,224.54999999999998,No
Male,No,No,No,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.75,1651.95,0,13_24_months,Yes,Yes,No,4,1610.25,Yes
Male,No,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.75,78.3,0,0_12_months,No,No,No,1,79.0,No
Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,7939.25,0,49_plus_months,Yes,Yes,Yes,8,7955.5,Yes
Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,0,0_12_months,Yes,No,No,1,44.9,No
Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.25,576.7,0,0_12_months,Yes,Yes,No,2,602.0,Yes
Male,No,No,No,53,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.6,1279.0,0,49_plus_months,No,No,No,2,1303.8000000000002,No
Male,Yes,No,No,51,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.0,1260.7,0,49_plus_months,No,No,Yes,2,1275.0,No
Male,No,Yes,Yes,11,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.95,267.35,0,0_12_months,No,No,Yes,1,230.45,No
Male,No,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.6,6586.85,0,49_plus_months,Yes,Yes,No,7,6636.0,Yes
Male,No,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,934.15,0,13_24_months,Yes,No,Yes,3,943.5,No
Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,1,0_12_months,Yes,No,No,1,129.89999999999998,No
Male,No,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5,7534.65,1,49_plus_months,Yes,Yes,Yes,7,7665.0,Yes
Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.45,19.45,0,0_12_months,No,No,No,1,19.45,No
Male,Yes,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,3645.6,0,25_48_months,Yes,Yes,No,3,3648.5499999999997,Yes
Female,No,Yes,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.6,314.45,0,13_24_months,No,No,No,1,313.6,No
Female,No,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,53.45,3053.0,0,49_plus_months,Yes,No,No,3,3046.65,No
Male,No,Yes,Yes,37,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.8,677.05,0,25_48_months,No,No,Yes,1,732.6,No
Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.1,7965.95,0,49_plus_months,Yes,Yes,Yes,8,8071.2,Yes
Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.8,906.85,1,0_12_months,Yes,Yes,Yes,3,932.8,Yes
Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,1,49_plus_months,Yes,Yes,No,5,4752.5,Yes
Male,Yes,No,No,5,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,50.35,237.25,1,0_12_months,Yes,No,No,2,251.75,No
Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,1,0_12_months,Yes,Yes,Yes,2,74.6,Yes
Male,No,No,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.7,342.4,1,13_24_months,No,No,No,1,315.2,No
Male,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.2,140.1,0,0_12_months,Yes,Yes,No,2,148.4,Yes
Female,No,No,No,17,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.0,1108.0,0,13_24_months,Yes,No,No,5,1173.0,No
Female,No,No,No,16,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.35,295.55,0,13_24_months,No,No,Yes,1,309.6,No
Female,No,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,892.65,1,13_24_months,Yes,No,No,3,891.75,No
Female,No,No,No,10,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.8,198.25,0,0_12_months,No,No,No,1,198.0,No
Female,No,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,1,25_48_months,Yes,Yes,Yes,6,4839.2,Yes
Male,No,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.2,6741.15,0,49_plus_months,Yes,Yes,Yes,7,6988.8,Yes
Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.15,79.15,0,0_12_months,Yes,Yes,No,3,79.15,Yes
Male,No,Yes,Yes,25,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,53.65,1355.45,0,25_48_months,Yes,No,No,3,1341.25,No
Male,No,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),100.2,7209.0,0,49_plus_months,Yes,Yes,Yes,6,7114.2,Yes
Male,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.15,438.4,1,0_12_months,Yes,No,No,1,361.2,No
Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.65,7726.35,0,49_plus_months,Yes,Yes,Yes,7,7822.8,Yes
Female,No,Yes,No,49,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.65,2070.75,0,49_plus_months,Yes,No,Yes,2,1991.85,No
Male,No,Yes,Yes,29,No,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95,0,25_48_months,Yes,No,Yes,5,1605.15,No
Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),105.6,7581.5,0,49_plus_months,Yes,Yes,Yes,7,7603.2,Yes
Male,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,93.8,3019.5,1,25_48_months,Yes,Yes,No,5,2907.7999999999997,Yes
Female,No,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4729.75,0,49_plus_months,Yes,Yes,No,4,4785.0,Yes
Male,No,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,0,49_plus_months,Yes,No,No,7,5907.2,Yes
Male,Yes,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.05,6333.4,0,49_plus_months,Yes,No,Yes,8,6303.5,Yes
Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),97.65,6687.85,0,49_plus_months,Yes,Yes,Yes,5,6933.150000000001,Yes
Male,No,Yes,Yes,61,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),68.05,4158.25,0,49_plus_months,Yes,No,Yes,5,4151.05,No
Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,1,25_48_months,Yes,Yes,No,4,3078.4,Yes
Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,1,0_12_months,Yes,Yes,No,2,79.6,Yes
Male,No,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.1,7149.35,0,49_plus_months,Yes,Yes,Yes,6,6942.799999999999,Yes
Male,No,No,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.4,1429.65,0,49_plus_months,No,No,Yes,2,1450.8,No
Female,No,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,472.65,0,0_12_months,Yes,Yes,No,1,497.34999999999997,Yes
Male,No,No,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.25,1734.5,1,13_24_months,Yes,Yes,No,3,1705.0,Yes
Male,No,Yes,Yes,6,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.45,113.5,0,0_12_months,No,No,No,1,116.69999999999999,No
Female,Yes,No,No,33,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.45,1884.65,0,25_48_months,Yes,No,Yes,5,1961.8500000000001,No
Male,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),92.2,2568.15,0,25_48_months,Yes,Yes,Yes,4,2581.6,Yes
Male,No,No,No,27,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.85,470.0,0,25_48_months,No,No,Yes,1,535.95,No
